status of taxon;kingdom;phylum;order;family;cf./aff.;species;authors;Mycology Phytopathology Lichenology;ecology;substrate;host family;literature reference;only reference;only year;Benin (Dahomey);Burkina-Faso;Gambia;Ghana (Gold Coast);Guinea;Guinea Bissau;Ivory Coast;Liberia;Mali;Niger;Nigeria;Senegal;Sierra Leone;Togo;Comments
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Amaranthus caudatus;Amaranthaceae;Deighton 1936a: 398, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.;p;parasitic on vascular plants;Bauhinia acuminata;Fabaceae;Deighton 1936a: 399;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniosiraceae;;Pucciniosira anthocleistae ;(Henn.) Henn.;p;parasitic on vascular plants;Anthocleista frezoulsii, Anthocleista nobilis;Loganiaceae;Deighton 1936a: 399;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Zygomycota;Mucorales;Choanephoraceae;;Choanephora sp.;;p;parasitic on vascular plants;Asclepias curassavica;Asclepiadaceae;Deighton 1936a: 399;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;p;parasitic on vascular plants;Artocarpus integrifolius;Moraceae;Deighton 1936a: 399, cited as Botryodiplodia theobromae;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Mycosphaerella berkeleyi;W.A. Jenkins;p;parasitic on vascular plants;Arachis hypogaea;Fabaceae;Deighton 1936a: 399, cited as Cercospora personata;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Meliolales;Meliolaceae;;Asteridiella sepulta;(Pat.) Hansf.;p;parasitic on vascular plants;Avicennia nitida;Avicenniaceae;Deighton 1936a: 399, cited as Irenina sepulta;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Angelonia grandiflora;Scrophulariaceae;Deighton 1936a: 399, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Arachis hypogaea;Fabaceae;Deighton 1936a: 399, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Aster laevis;Asteraceae;Deighton 1936a: 399, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Bauhinia tomentosa;Fabaceae;Deighton 1936a: 399, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Boerhaavia diffusa;Nyctaginaceae;Deighton 1936a: 400;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniaceae;;Puccinia lateritia;Berk. & M.A. Curtis;p;parasitic on vascular plants;Borreria ramisparsa, Borreria verticillata;Rubiaceae;Deighton 1936a: 400;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniales family incertae sedis;;Aecidium blepharidis;Har. & Pat.;p;parasitic on vascular plants;Belpharis maderaspatensis;Acanthaceae;Deighton 1936a: 400;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Pleosporales;Pleosporaceae;;Alternaria brassicicola;(Schwein.) Wiltshire;p;parasitic on vascular plants;Brassica oleracea;Brassicaceae;Deighton 1936a: 400, cited as Alternaria circinans;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Beta vulgaris;Chenopodiaceae;Deighton 1936a: 400, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Brachycorthis kalbreyeri var. glandulosa;Orchidaceae;Deighton 1936a: 400, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Brassica oleracea, Brassica rapa;Brassicaceae;Deighton 1936a: 400, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Macrophomina phaseolina;(Tassi) Goid.;p;parasitic on vascular plants;Brassica rapa;Brassicaceae;Deighton 1936a: 400, cited as Macrophomina phaseoli;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Begonia sp.;Begoniaceae;Deighton 1936a: 400, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Bignonia magnifica;Bignoniaceae;Deighton 1936a: 400, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Brassica oleracea;Brassicaceae;Deighton 1936a: 400, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniaceae;;Uromyces setariae-italicae;Yoshino;p;parasitic on vascular plants;Brachiaria distichophylla;Poaceae;Deighton 1936a: 400, cited as Uromyces leptodermus;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum capsici;(Syd. & P. Syd.) E.J. Butler & Bisby;p;parasitic on vascular plants;Capsicum annuum;Solanaceae;Deighton 1936a: 401;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Callichilia subsessilis;Apocynaceae;Deighton 1936a: 401;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Agrostilbales;Chionosphaeraceae;;Stilbum nanum;Massee;p;parasitic on vascular plants;Cajanus cajan;Fabaceae;Deighton 1936a: 401;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniales family incertae sedis;;Uredo cajani;Syd. & P. Syd.;p;parasitic on vascular plants;Cajanus cajan;Fabaceae;Deighton 1936a: 401;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Zygomycota;Mucorales;Choanephoraceae;;Choanephora sp.;;p;parasitic on vascular plants;Capsicum frutescens;Solanaceae;Deighton 1936a: 401;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Capsicum annuum, Capsicum frutescens;Solanaceae;Deighton 1936a: 401, 402, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Zasmidium canavaliae;(Syd. & P. Syd.) Kamal;p;parasitic on vascular plants;Canavalia ensiformis;Fabaceae;Deighton 1936a: 401, cited as Cercospora canavaliae;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Cajanus cajan;Fabaceae;Deighton 1936a: 401, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Calonyction muricatum;Convolvulaceae;Deighton 1936a: 401, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Calopogonium mucunoides;Fabaceae;Deighton 1936a: 401, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Canna sp.;Cannaceae;Deighton 1936a: 401, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.;p;parasitic on vascular plants;Capsicum annuum, Capsicum frutescens;Solanaceae;Deighton 1936a: 401, cited as Glomerella cingulata;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium neocosmosporiellum;O'Donnell & Geiser;p;parasitic on vascular plants;Canavalia ensiformis;Fabaceae;Deighton 1936a: 401, cited as Neocosmospora vasinfecta;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Caladium bicolor;Euphorbiaceae;Deighton 1936a: 401, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Calonyction muricatum;Convolvulaceae;Deighton 1936a: 401, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Canavalia ensiformis;Fabaceae;Deighton 1936a: 401, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Clavicipitaceae;;Balansia sp.;;p;parasitic on vascular plants;Chasmopodium caudatum;Poaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Pleosporales;Didymellaceae;;Phoma sp.;;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum capsici;(Syd. & P. Syd.) E.J. Butler & Bisby;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Cardiospermum halicacabum;Sapindaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Cassia sieberiana;Fabaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Cercestis congensis cf.;Araceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Chlorophora excelsa;Moraceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Uropyxidaceae;;Mimema sp.;;p;parasitic on vascular plants;Cassia sieberiana;Fabaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Ustilaginales;Ustilaginaceae;;Ustilago flagellata;Syd. & P. Syd.;p;parasitic on vascular plants;Chasmopodium caudatum;Poaceae;Deighton 1936a: 402;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Botryodiplodia theobromae;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Celosia argentea;Amaranthaceae;Deighton 1936a: 402, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Ceratobasidiaceae;;Rhizoctonia solani;J.G. Kühn;p;parasitic on vascular plants;Centrosema plumieri;Fabaceae;Deighton 1936a: 402, cited as Corticium solani;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Hymenochaetales;Hymenochaetaceae;;Phellinus yucatanensis;(Murrill) Imazeki;p;parasitic on vascular plants;Cathormion altissimum;Fabaceae;Deighton 1936a: 402, cited as Fomes yucatanensis;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Glomerella cingulata;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Pleosporales;Corynesporascaceae;;Corynespora gigaspora;(Berk. & Broome) M.B. Ellis;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Helminthosporium gigasporum ssp. javanicum;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Macrophomina phaseolina;(Tassi) Goid.;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Macrophomina phaseoli;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Chromista;Oomycota;Peronosporales;Peronosporaceae;;Phytophthora nicotianae;Breda de Haan;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Phytophthora parasitica;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Nectria mauritiicola;(Henn.) Seifert & Samuels;p;parasitic on vascular plants;Carica papaya;Caricaceae;Deighton 1936a: 402, cited as Sphaerostilbe repens;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Rhinotrichum sp.;;p;parasitic on vascular plants;Cinnamomum zeylanicum;Lauraceae;Deighton 1936a: 403;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;p;parasitic on vascular plants;Cissus afzelii;Vitaceae;Deighton 1936a: 403;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Christiana africana;Tiliaceae;Deighton 1936a: 403;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Septobasidiales;Septobasidiaceae;;Septobasidium sp.;;p;parasitic on vascular plants;Citrus aurantium, Citrus limonia, Citrus paradisi;Rutaceae;Deighton 1936a: 403;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Eurotiales;Aspergillaceae;;Aspergillus niger;Tiegh.;p;parasitic on vascular plants;Citrus aurantiifolia, Citrus limonia, Citrus nobilis var. deliciosa, Citrus paradisi;Rutaceae;Deighton 1936a: 403, 404;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Glomerellales;Glomerellaceae;;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.;p;parasitic on vascular plants;Citrus aurantiifolia, Citrus limonia, Citrus medica, Citrus nobilis var. deliciosa, Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 403, 404;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Eurotiales;Aspergillaceae;;Penicillium digitatum;(Pers.) Sacc.;p;parasitic on vascular plants;Citrus limonia, Citrus nobilis var. deliciosa, Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 403, 404, 405;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Saccharomycetales;Dipodascaceae;;Dipodascus geotrichum;(E.E. Butler & L.J. Petersen) Arx;p;parasitic on vascular plants;Citrus aurantiifolia, Citrus limonia, Citrus nobilis var. deliciosa, Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 403, 404, 405, cited as Oospora citri-aurantii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;p;parasitic on vascular plants;Citrus aurantiifolia, Citrus aurantium, Citrus limonia, Citrus nobilis var. deliciosa, Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 403, 404, cited as Diplodia natalensis;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Myriangiales;Elsinoaceae;;Elsinoë fawcettii;Bitanc. & Jenkins;p;parasitic on vascular plants;Citrus aurantiifolia, Citrus aurantium, Citrus limonia, Citrus nobilis var. deliciosa, Citrus nobilis var. unshiu, Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 403, 404, cited as Sphaceloma fawcettii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Pleosporales;Didymellaceae;;Stagonosporopsis cucurbitacearum;(Fr.) Aveskamp, Gruyter & Verkley;p;parasitic on vascular plants;Citrullus vulgaris;Cucurbitaceae;Deighton 1936a: 403, cited as Cercospora citrullina;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Chrysanthemum sinense;Asteraceae;Deighton 1936a: 403, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Atheliales;Atheliaceae;;Athelia rolfsii;(Curzi) C.C. Tu & Kimbr.;p;parasitic on vascular plants;Citrullus vulgaris;Cucurbitaceae;Deighton 1936a: 403, cited as Sclerotium rolfsii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Eurotiales;Aspergillaceae;;Aspergillus wentii;Wehmer;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Eurotiales;Aspergillaceae;;Penicillium italicum;Wehmer;p;parasitic on vascular plants;Citrus nobilis var. deliciosa, Citrus paradisi;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Xylariales;Diatrypaceae;;Peroneutypella pusilla;Syd. & P. Syd.;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium oxysporum;Schltdl.;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium theobromae;Appel & Strunk;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Helotiales;Sclerotiniaceae;aff.;Botrytis cinerea;Pers.;p;parasitic on vascular plants;Citrus sinensis;Rutaceae;Deighton 1936a: 404;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order unclear;Ascomycota family unclear;;Mycotorula sp.;;p;parasitic on vascular plants;Citrus nobilis var. deliciosa, Citrus sinensis;Rutaceae;Deighton 1936a: 404, 405;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Saccharomycetales;Saccharomycetaceae;;Saccharomycodes ludwigii;(E.C. Hansen) E.C. Hansen;m;saprotrophic;Citrus nobilis var. deliciosa, Citrus sinensis;Rutaceae;Deighton 1936a: 404, 405, cited as Saccharomyces ludwigii;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium fujikuroi;Nirenberg;p;parasitic on vascular plants;Citrus paradisi, Citrus sinensis;Rutaceae;Deighton 1936a: 404, cited as Fusarium moniliforme var. subglutinans;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Neocosmospora ipomoeae ;(Halst.) L. Lombard & Crous;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404, cited as Hypomyces ipomoeae;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Microthyriales;Schizothyriaceae;;Schizothyrium pomi;(Mont. & Fr.) Arx;p;parasitic on vascular plants;Citrus paradisi;Rutaceae;Deighton 1936a: 404, cited as Leptothyrium pomi;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Chromista;Oomycota;Peronosporales;Peronosporaceae;;Phytophthora nicotianae;Breda de Haan;p;parasitic on vascular plants;Citrus sinensis;Rutaceae;Deighton 1936a: 404, cited as Phytophthora parasitica;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;cf.;Cercospora canescens;Ellis & G. Martin;p;parasitic on vascular plants;Clerodendrum fragans, Clerodendrum scandens;Lamiaceae;Deighton 1936a: 405;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Clerodendrum fallax, Clerodendrum paniculatum;Lamiaceae;Deighton 1936a: 405;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniales family incertae sedis;;Hemileia scholzii;Syd. & P. Syd.;p;parasitic on vascular plants;Clerodendrum buchholzii, Clerodendrum paniculatum, Clerodendrum scandens;Lamiaceae;Deighton 1936a: 405;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Mycosphaerella coffeicola;(Cooke) J.A. Stev. & Wellman;p;parasitic on vascular plants;Coffea arabica, Coffea canephora, Coffea liberica, Coffea robusta, Coffea stenophylla;Rubiaceae;Deighton 1936a: 405, 406, cited as Cercospora coffeicola;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Botryosphaeriales;Botryosphaeriaceae;;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;p;parasitic on vascular plants;Cocos nucifera;Arecaceae;Deighton 1936a: 405, cited as Botryodiplodia theobromae;Deighton 1936a;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium roseum;Link;p;parasitic on vascular plants;Cocos nucifera;Arecaceae;Deighton 1936a: 405, cited as Fusarium sambucinum;Deighton 1936a;1936;;;;;;;;;;;;;x;;
