status of taxon;kingdom;phylum;order;family;cf./aff.;species;authors;Mycology Phytopathology Lichenology;ecology;substrate;host family;literature reference;only reference;only year;Benin (Dahomey);Burkina-Faso;Gambia;Ghana (Gold Coast);Guinea;Guinea Bissau;Ivory Coast;Liberia;Mali;Niger;Nigeria;Senegal;Sierra Leone;Togo;Comments
accepted;Fungi;Basidiomycota;Agaricales;Agaricaceae;;Agaricus volvatulus;Heinem. & Gooss.-Font.;m;saprotrophic;on litter;;de Kesel et al. 2002: 170 ;de Kesel et al. 2002;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Amanitaceae;;Amanita xanthogala;Bas;m;ectomycorrhizal;;;de Kesel et al. 2002: 175-176;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
name invalid, not correctly published;Fungi;Basidiomycota;Agaricales;Amanitaceae;;Amanita crassiconus;Bas;m;ectomycorrhizal;;;de Kesel et al. 2002: 179;de Kesel et al. 2002 ;2002;;;;;;;;;;;x;x;;;
accepted;Fungi;Basidiomycota;Agaricales;Amanitaceae;;Amanita rubescens;Pers.;m;ectomycorrhizal;;;de Kesel et al. 2002: 181-182;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Amanitaceae;;Amanita strobilaceovolvata;Beeli;m;ectomycorrhizal;;;de Kesel et al. 2002: 182-183;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Marasmiaceae;;Gerronema beninensis;De Kesel, Codjia & Yourou;m;saprotrophic;;;de Kesel et al. 2002: 190;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Lentinus squarrosulus;Mont.;m;saprotrophic;;;de Kesel et al. 2002: 196;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;x;;;
accepted;Fungi;Basidiomycota;Agaricales;Agaricaceae;;Leucocoprinus cretatus;Locq. ex Lanzoni;m;saprotrophic;;;de Kesel et al. 2002: 202;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Catathelasmataceae;;Macrocybe lobayensis;(R. Heim) Pegler & Lodge;m;saprotrophic;;;de Kesel et al. 2002: 206;de Kesel et al. 2002 ;2002;x;;;x;;;x;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Marasmiaceae;;Marasmius heinemannianus;Antonín;m;saprotrophic;on soil, open places in humid grassland and pastures;;de Kesel et al. 2002: 207;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Pleurotaceae;;Pleurotus cystidiosus;O.K. Mill.;m;saprotrophic;;;de Kesel et al. 2002: 209;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Psathyrellaceae;;Psathyrella tuberculata;(Pat.) A.H. Sm.;m;saprotrophic;;;de Kesel et al. 2002: 211;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces clypeatus;R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 214-219;de Kesel et al. 2002 ;2002;x;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces fuliginosus;R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 220;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces le-testui;(Pat.) R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 222;de Kesel et al. 2002 ;2002;x;;;x;;;x;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces medius;R. Heim & Grassé;m;symbiotic with arthropods;;;de Kesel et al. 2002: 225;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces robustus;(Beeli) R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 229;de Kesel et al. 2002 ;2002;x;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces schimperi;(Pat.) R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 231-232;de Kesel et al. 2002 ;2002;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Lyophyllaceae;;Termitomyces striatus;(Beeli) R. Heim;m;symbiotic with arthropods;;;de Kesel et al. 2002: 235;de Kesel et al. 2002 ;2002;x;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Pluteaceae;;Volvariella earlei;(Murrill) Shaffer;m;saprotrophic;;;de Kesel et al. 2002: 236;de Kesel et al. 2002 ;2002;x;;;;;;;;;;x;;;x;
accepted;Fungi;Basidiomycota;Agaricales;Pleurotaceae;;Pleurotus cystidiosus subsp. abalonus;(Y.H. Han, K.M. Chen & S. Cheng) O. Hilber ex O. Hilber;m;saprotrophic;;;de Kesel et al. 2002: 81, cited as Pleurotus abalonus;de Kesel et al. 2002;2002;x;;;;;;;;;;x;;;;
accepted;Fungi;Basidiomycota;Agaricales;Omphalotaceae;;Marasmiellus inoderma;(Berk.) Singer;m;saprotrophic;Elaeis guineensis;Arecaceae;de Kesel et al. 2008: 317 ;de Kesel et al. 2008;2008;x;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Cantharellales;Cantharellaceae;type of a new species;Cantharellus solidus;De Kesel, Yorou & Buyck;m;ectomycorrhizal;on dead wood buried ;;de Kesel et al. 2011: 279-280;de Kesel et al. 2011 ;2011;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Agaricales;Tricholomataceae;;Arrhenia auriscalpium;(Fr.) Fr.;m;ectomycorrhizal;;;de Kesel et al. 2016: 286, cited as Cantharellus addaiensis;de Kesel et al. 2016;2016;;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Cantharellales;Cantharellaceae;type of a new species;Cantharellus guineensis;De Kesel & Yorou;m;ectomycorrhizal;;;de Kesel et al. 2016: 287, 300;de Kesel et al. 2016 ;2016;x;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Cantharellales;Cantharellaceae;;Cantharellus defibulatus;(Heinem.) Eyssart. & Buyck;m;ectomycorrhizal;;;de Kesel et al. 2016: 297;de Kesel et al. 2016 ;2016;;;;;;;;;;;;;;x;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Perenniporia centrali-africana;Decock & Mossebo;m;saprotrophic;on dead burnt wood;;Decock & Mossebo 2002: 59;Decock & Mossebo 2002 ;2002;;;;;;;;;;;;;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;;Vanderbylia latissima;(Bres.) D.A. Reid;m;saprotrophic;on dead wood;;Decock & Mossebo 2002: 61, cited as Perenniporia latissima;Decock & Mossebo 2002;2002;;;;;;;;x;;;;x;;;
accepted;Fungi;Basidiomycota;Polyporales;Polyporaceae;type of a new species;Microporellus ellipsosporus;Decock & Ryvarden;m;saprotrophic;on ground in Afzelia africana forest;;Decock & Ryvarden 2002: 20;Decock & Ryvarden 2002;2002;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Peltigerales;Collemataceae;;Collema leptaleum var. biliosum;(Mont.) Degel.;l;lichenized;corticolous;;Degelius 1974: 105;Degelius 1974;1974;;;;;x;;x;;;;;;;;
accepted;Fungi;Ascomycota;Peltigerales;Collemataceae;;Collema pulchellum var. subnigrescens;(Müll. Arg.) Degel.;l;lichenized;corticolous;;Degelius 1974: 173;Degelius 1974;1974;;;;x;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Peltigerales;Collemataceae;;Collema furfuraceum;(Schaer.) Du Rietz;l;lichenized;corticolous;;Degelius 1974: 179, cited as Collema furfuraceum var. luzonense;Degelius 1974;1974;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis trichiliae;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Asterina sp.;Asterinales;Deighton & Pirozynski 1972: 10;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ophiostomatales;Ophiostomataceae;type of a new species;Sporothrix echinospora;(Deighton & Piroz.) Katum.;m;hyperparasitic;Meliola millettiae-rhodanthae;Meliolales;Deighton & Pirozynski 1972: 101, cited as Calcarisporium echinosporum;Deighton & Pirozynski 1972;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Cylindrocarpon macrosporum;(Speg.) Deighton & Piroz.;m;hyperparasitic;Asteridiella melastomatacearum, Asteridiella sepulta, Meliola bicornis, Meliola holarrhenicola;Meliolales;Deighton & Pirozynski 1972: 103;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Cylindrocarpon macrosporum;(Speg.) Deighton & Piroz.;m;hyperparasitic;Dothidella derridis;Dothideomycetes;Deighton & Pirozynski 1972: 103;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Cylindrocarpon macrosporum;(Speg.) Deighton & Piroz.;m;hyperparasitic;Phyllachora leonensis, Phyllachora neurophila, Stigmochora albiziae;Phyllachorales;Deighton & Pirozynski 1972: 103;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Cylindrocarpon macrosporum;(Speg.) Deighton & Piroz.;m;hyperparasitic;Rhytidenglerula trematis;Englerulaceae;Deighton & Pirozynski 1972: 103;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis africana;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Irenopsis aciculosa, Irenopsis leeae, Irenopsis njalaensis, Meliola spp.;Meliolales;Deighton & Pirozynski 1972: 14;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis africana;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola mitragynicola, Meliola reflexa;Meliolales;Deighton & Pirozynski 1972: 14;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Trichoconis viridula;Deighton & Piroz.;m;hyperparasitic;Clypeolella ricini;Englerulaceae;Deighton & Pirozynski 1972: 19;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis viridula;Deighton & Piroz.;m;hyperparasitic;Schiffnerula mirabilis, Schiffnerula solani;Englerulaceae;Deighton & Pirozynski 1972: 19;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis schiffnerulae;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Schiffnerula cassiae, Schiffnerula hippocrateae, Schiffnerula solani, Schiffnerula spectabilis;Englerulaceae;Deighton & Pirozynski 1972: 22;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis schiffnerulae;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Schiffnerula solani;Englerulaceae;Deighton & Pirozynski 1972: 22;Deighton & Pirozynski 1972 ;1972;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis malloti;(Sacc.) Deighton & Piroz.;m;hyperparasitic;Clypeolella sp., Schiffnerula sp., Sarcinella sp.;Englerulaceae;Deighton & Pirozynski 1972: 25;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Trichoconis sigmoidea;Deighton & Piroz.;m;hyperparasitic;Meliola kawandensis;Meliolales;Deighton & Pirozynski 1972: 30;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Atractilina parasitica;(G. Winter) Deighton & Piroz.;m;hyperparasitic;Amazonia tetrorchidii, Asteridiella combreti var. leonensis, Asteridiella deightonii, Asteridiella sarcocephali, Asteridiella premnae, Asteridiella tetracerae, Asteridiella melastomatacearum, Asteridiella thunbergiae-chrysopis, Meliola bicornis, Meliola capensis var. allophylicola, Meliola clerodendri, Meliola clerodendricola, Meliola cookeana, Meliola kibirae var. randiae, Meliola maesobotryae, Meliola mitragynicola, Meliola newbouldiae, Meliola panici, Meliola psychotriae var. coffeae, Meliola psychotriae var. longiseta, Meliola simillina, Meliola sorindeiae;Meliolales;Deighton & Pirozynski 1972: 34;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Atractilina parasitica;(G. Winter) Deighton & Piroz.;m;hyperparasitic;Asteridiella naucleae var. libericae, Meliola psychotriae;Meliolales;Deighton & Pirozynski 1972: 34;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Atractilina parasitica;(G. Winter) Deighton & Piroz.;m;hyperparasitic;Asteridiella terminaliae, Meliola bicornis, Meliola coffeae, Meliola hyptidis, Meliola khayae var. minor, Meliola landolphiicola, Meliola millettiae-rhodanthae, Meliola setariae;Meliolales;Deighton & Pirozynski 1972: 34;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Atractilina parasitica;(G. Winter) Deighton & Piroz.;m;hyperparasitic;Meliola bicornis;Meliolales;Deighton & Pirozynski 1972: 34;Deighton & Pirozynski 1972 ;1972;;;;;x;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis bomplandi;Speg.;m;hyperparasitic;Asteridiella hansfordii, Meliola bicornis, Meliola millettiae-rhodanthae, Meliola voacangae;Meliolales;Deighton & Pirozynski 1972: 45;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis bomplandi;Speg.;m;hyperparasitic;Asteridiella terminaliae, Asteridiella voacangae, Meliola bicornis, Meliola ostryoderridis, Meliola thunbergiicola, Meliola voacangae, Meliola voacangae var. conopharyngiae;Meliolales;Deighton & Pirozynski 1972: 45;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis caudata;(Appel & Strunk) Clem.;m;hyperparasitic;Lasiodiplodia theobromae (syn. Botryodiplodia theobromae);Botryosphaeriales;Deighton & Pirozynski 1972: 5;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis biseptata;Chevaug.;m;hyperparasitic;Asteridiella entebbeensis;Meliolales;Deighton & Pirozynski 1972: 50;Deighton & Pirozynski 1972 ;1972;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis biseptata;Chevaug.;m;hyperparasitic;Meliola capensis;Meliolales;Deighton & Pirozynski 1972: 50;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis flagellata;Hansf.;m;hyperparasitic;Asteridiella cyclopoda, Asteridiella entebbeensis, Asteridiella sarcocephali, Asteridiella trematis, Meliola chlorophorae, Meliola voacangae var. carpodini;Meliolales;Deighton & Pirozynski 1972: 52;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis flagellata;Hansf.;m;hyperparasitic;Asteridiella entebbeensis;Meliolales;Deighton & Pirozynski 1972: 52;Deighton & Pirozynski 1972 ;1972;;;;;;;x;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis flagellata;Hansf.;m;hyperparasitic;Asteridiella trematis, Meliola sp.;Meliolales;Deighton & Pirozynski 1972: 52;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Eriomycopsis flagellata;Hansf.;m;hyperparasitic;Asterina aburiensis;Asterinales;Deighton & Pirozynski 1972: 52;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Englerulaceae;;Rhytidenglerula minima;(Hansf.) Arx;m;hyperparasitic;Asteridiella hansfordii var. densa, Asteridiella sarcocephali, Asteridiella terminaliae, Meliola anisophylleae, Meliola calami, Meliola pterocarpicola, Meliola sorindeiae;Meliolales;Deighton & Pirozynski 1972: 57, cited as Eriomycopsis minima;Deighton & Pirozynski 1972;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Englerulaceae;;Rhytidenglerula minima;(Hansf.) Arx;m;hyperparasitic;Irenopsis colicola, Meliola albiziae var. zygiae, Meliola bicornis, Meliola dioscoreicola, Meliola mezoneuri;Meliolales;Deighton & Pirozynski 1972: 57, cited as Eriomycopsis minima;Deighton & Pirozynski 1972;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Eriomycopsis minuta;Deighton & Piroz.;m;hyperparasitic;Melanographium citri;Ascomycota;Deighton & Pirozynski 1972: 60;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Sympodiophora didyma;Deighton & Piroz.;m;hyperparasitic;Dothidella derridis;Dothideomycetes;Deighton & Pirozynski 1972: 63;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Sympodiophora pulchella;Deighton & Piroz.;m;hyperparasitic;Dothidella derridis;Dothideomycetes;Deighton & Pirozynski 1972: 64;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis angustispora;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola bicornis;Meliolales;Deighton & Pirozynski 1972: 7;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis angustispora;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola elaeidis, Meliola malacotricha, Meliola scabriseta;Meliolales;Deighton & Pirozynski 1972: 7;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis angustispora;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Schiffnerula mirabilis;Englerulaceae;Deighton & Pirozynski 1972: 7;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Hypocreales family incertae sedis;;Acremonium meliola;F. Stevens;m;hyperparasitic;Meliola paulliniae;Meliolales;Deighton & Pirozynski 1972: 73, cited as Sympodiophora meliolae;Deighton & Pirozynski 1972;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Chionomyces meliolicola;(Cif.) Deighton & Piroz.;m;hyperparasitic;Amazonia tetrorchidii;Meliolales;Deighton & Pirozynski 1972: 75;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Chionomyces meliolicola;(Cif.) Deighton & Piroz.;m;hyperparasitic;Meliola capensis, Meliola loranthi var. bangwensis;Meliolales;Deighton & Pirozynski 1972: 75;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Chionomyces chorleyi;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola capensis var. lecaniodisci, Meliola capensis var. thomasii, Meliola hirsuta;Meliolales;Deighton & Pirozynski 1972: 78;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Chionomyces chorleyi;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola capensis var. pancoviae;Meliolales;Deighton & Pirozynski 1972: 78;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Chionomyces sclerochitonis;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola simillima;Meliolales;Deighton & Pirozynski 1972: 80;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Helotiales;Helotiales family incertae sedis;type of a new species;Dactylaria pusilla;(Deighton & Piroz.) de Hoog & Arx;m;hyperparasitic;Exosporium stilbaceum;Ascomycota;Deighton & Pirozynski 1972: 82, cited as Scolecobasidium pusillum;Deighton & Pirozynski 1972;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Spermosporella pulvinata;Deighton & Piroz.;m;hyperparasitic;Hyalosphaera pulchella (syn. Dexteria pulchella), Meliola sp.;Dothideomycetes, Meliolales;Deighton & Pirozynski 1972: 85;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Vermispora grandispora;Deighton & Piroz.;m;hyperparasitic;Irenopsis aciculosa;Meliolales;Deighton & Pirozynski 1972: 87;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Domingoella asterinarum;Petr. & Cif.;m;hyperparasitic;Asterina capparidis, Asterina connectilis, Asterina lawsoniae, Asterina scruposa var. longipoda, Asterina turraeae, Hysterostomella tetracerae;Asterinales;Deighton & Pirozynski 1972: 89;Deighton & Pirozynski 1972 ;1972;;;;x;;;;;;;;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Domingoella asterinarum;Petr. & Cif.;m;hyperparasitic;Asterina diplocarpa, Asterina homaliicola, Asterina pycnanthi, Asterina scruposa var. longipoda, Asterina thunbergiicola, Asterolibertia burchelliae, Asterolibertia parinarii, Hysterostomella tetracerae;Asterinales;Deighton & Pirozynski 1972: 89;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Domingoella asterinarum;Petr. & Cif.;m;hyperparasitic;Asterolibertia sp.;Asterinales;Deighton & Pirozynski 1972: 89;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;x;;;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Domingoella asterinarum;Petr. & Cif.;m;hyperparasitic;Diedickea piptadeniae;Ascomycota;Deighton & Pirozynski 1972: 89;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Domingoella asterinarum;Petr. & Cif.;m;hyperparasitic;Linotexis deightonii;Englerulaceae;Deighton & Pirozynski 1972: 89;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;;Trichoconis hamata;(Hansf.) Deighton & Piroz.;m;hyperparasitic;Meliola newbouldiae;Meliolales;Deighton & Pirozynski 1972: 9;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Ascomycota order incertae sedis;Ascomycota family incertae sedis;type of a new species;Acrostaurus turneri;Deighton & Piroz.;m;hyperparasitic;Cirsosia manaosensis;Asterinales;Deighton & Pirozynski 1972: 94;Deighton & Pirozynski 1972 ;1972;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Erysiphales;Erysiphaceae;;Oidium sp.;;p;parasitic on vascular plants;Albizia zygia;Fabaceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Meliolales;Meliolaceae;;Meliola bicornis;G. Winter;p;parasitic on vascular plants;Afzelia bracteata;Fabaceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Meliolales;Meliolaceae;;Meliola bicornis;G. Winter;p;parasitic on vascular plants;Albizia gummifera, Albizia zygia;Fabaceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora duddiae;Welles;p;parasitic on vascular plants;Allium ascalonicum, Allium cepa;Alliaceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Mycosphaerellales;Mycosphaerellaceae;;Cercospora sp.;;p;parasitic on vascular plants;Anchomanes difformis;Araceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Ascomycota;Hypocreales;Nectriaceae;;Fusarium oxysporum;Schltdl.;p;parasitic on vascular plants;Ageratum conyzoides;Asteraceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniales family incertae sedis;;Aecidium bomolense;Syd. & P. Syd.;p;parasitic on vascular plants;Adenia cissampeloides, Adenia lobata;Passifloraceae;Deighton 1936a: 398;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
accepted;Fungi;Basidiomycota;Pucciniales;Pucciniaceae;;Puccinia andropogonis;Schwein.;p;parasitic on vascular plants;Andropogon gabonensis, Andropogon tectorum;Poaceae;Deighton 1936a: 398, 399;Deighton 1936a ;1936;;;;;;;;;;;;;x;;
