ID;gbifID;phylum;species;authors;country;recordedBy;basisOfRecord;identifiedBy;typeStatus
10630;42473463;Ascomycota;Neocosmospora solani;(Mart.) Sacc.,;Ghana;;LIVING_SPECIMEN;D. Brayford;
10629;42473466;Ascomycota;Albonectria rigidiuscula;Brick;Ghana;;LIVING_SPECIMEN;D. Brayford;
10628;42473468;Ascomycota;Fusarium fujikuroi;J.Sheld.;Ghana;;LIVING_SPECIMEN;D. Brayford;
10627;42474030;Ascomycota;Fusarium fujikuroi;J.Sheld.;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10626;42474306;Ascomycota;Neocosmospora solani;(Mart.) Sacc.,;Burkina Faso;;LIVING_SPECIMEN;D. Brayford;
10625;42475198;Ascomycota;Fusarium oxysporum;Schltdl.;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10624;42475470;Ascomycota;Fusarium oxysporum;Schltdl.;Ghana;;LIVING_SPECIMEN;D. Brayford;
10623;42475503;Ascomycota;Fusarium pseudocircinatum;O'Donnell & Nirenberg;Ghana;;LIVING_SPECIMEN;D. Brayford;
10622;42475587;Ascomycota;Fusarium pseudonygamai;O'Donnell & Nirenberg;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10621;42475739;Ascomycota;Fusarium pallidoroseum;(Cooke) Sacc.;Sierra Leone;;LIVING_SPECIMEN;D. Brayford;
10620;42475806;Ascomycota;Albonectria rigidiuscula;Brick;Ghana;;LIVING_SPECIMEN;D. Brayford;
10619;42475991;Ascomycota;Neocosmospora solani;(Mart.) Sacc.,;Sierra Leone;;LIVING_SPECIMEN;D. Brayford;
10618;42482735;Ascomycota;Geosmithia emersonii;(Stolk) Pitt;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10617;42482836;Ascomycota;Geosmithia emersonii;(Stolk) Pitt;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10616;42483329;Ascomycota;Gelasinospora inversa;Cailleux;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10615;42487412;Ascomycota;Gelasinospora pseudocalospora;Udagawa;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10614;42487429;Ascomycota;Gelasinospora nigeriensis;Gelasinospora nigeriensis;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10612;42488180;Ascomycota;Dipodascus geotrichum;Link,;Sierra Leone;;LIVING_SPECIMEN;D.W. Minter;
10611;42488218;Basidiomycota;Ganoderma lucidum;(Curtis) P.Karst.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10610;42488223;Ascomycota;Geosmithia putterillii;(Thom) Pitt;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10609;42488335;Ascomycota;Gaeumannomyces graminis;(Sacc.) Arx & D.L.Olivier,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10607;42493689;Ascomycota;Hirsutella thompsonii;F.E.Fisher;Ivory Coast;;LIVING_SPECIMEN;D.W. Minter;
10606;42493818;Ascomycota;Heterocephalum aurantiacum;Thaxt.;Liberia;;LIVING_SPECIMEN;P.M. Kirk;
10604;42495482;Ascomycota;Colletotrichum gloeosporioides;(Stoneman) Spauld. & H.Schrenk,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10602;42496397;Ascomycota;Hirsutella cryptosclerotium;Fern.-García, H.C.Evans & Samson;Togo;;LIVING_SPECIMEN;D.W. Minter;
10601;42497043;Ascomycota;Colletotrichum gloeosporioides;(Stoneman) Spauld. & H.Schrenk,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10600;42497411;Ascomycota;Colletotrichum gloeosporioides;(Stoneman) Spauld. & H.Schrenk,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10599;42497915;Ascomycota;Gymnostellatospora japonica;Udagawa, Uchiy. & Kamiya;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10597;42498971;Ascomycota;Colletotrichum gloeosporioides;(Stoneman) Spauld. & H.Schrenk,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10596;42499117;Ascomycota;Colletotrichum falcatum;(Speg.) Arx & E.Müll.,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10595;42500154;Ascomycota;Ochroconis minima;Fassat.,;Nigeria;;LIVING_SPECIMEN;D.W. Minter;
10594;42500171;Ascomycota;Humicola fuscoatra;Traaen;Nigeria;;LIVING_SPECIMEN;D.W. Minter;
10593;42506524;Ascomycota;Monascus ruber;Tiegh.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10592;42506616;Ascomycota;Microascus cinereus;Curzi;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10591;42506619;Ascomycota;Lophotrichus bartlettii;(Massee & E.S.Salmon) Malloch & Cain;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10590;42506625;Ascomycota;Microascus cinereus;Curzi;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10589;42507271;Ascomycota;Malbranchea cinnamomea;(Miehe) Sigler & J.W.Carmich.;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10588;42508583;Ascomycota;Mariannaea elegans;(Corda) Samson;Sierra Leone;;LIVING_SPECIMEN;D.W. Minter;
10587;42508665;Ascomycota;Leiosphaerella leonensis;P.J.Fisher & Petrini;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10586;42508695;Ascomycota;Macrophoma mangiferae;Hing. & O.P.Sharma;Niger;;LIVING_SPECIMEN;P.F. Cannon;
10585;42509320;Ascomycota;Monascus purpureus;Went;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10584;42509328;Ascomycota;Monascus ruber;Tiegh.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10583;42509333;Ascomycota;Monascus ruber;Tiegh.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10578;42510725;Ascomycota;Macrophomina phaseolina;(Tassi) Goid.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10577;42511598;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10576;42511601;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10575;42511605;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10574;42511609;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10573;42511627;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Senegal;;LIVING_SPECIMEN;J. Gunn;
10571;42511645;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10569;42511653;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10561;42511685;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Mali;;LIVING_SPECIMEN;J. Gunn;
10560;42511700;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10559;42511705;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10558;42511707;Ascomycota;Metarhizium flavoviride;W.Gams & Rozsypal;Benin;;LIVING_SPECIMEN;J. Gunn;
10554;42512543;Ascomycota;Metarhizium anisopliae;(Metschn.) Sorokin;Sierra Leone;;LIVING_SPECIMEN;D.W. Minter;
10553;42512624;Ascomycota;Nigrospora oryzae;H.J.Huds.,;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10552;42512710;Ascomycota;Melanospora zamiae;Corda;Sierra Leone;;LIVING_SPECIMEN;P.F. Cannon;
10551;42512739;Ascomycota;Monascus ruber;Tiegh.;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10550;42512741;Ascomycota;Beauveria felina;(DC.) Fr.;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10549;42512763;Ascomycota;Macrophomina phaseolina;(Tassi) Goid.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10548;42520219;Zygomycota;Mycotypha microspora;Fenner;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10547;42520522;Ascomycota;Xepicula leucotricha;(Peck) M.C.Tulloch;Nigeria;;LIVING_SPECIMEN;;
10546;42521371;Ascomycota;Mycosphaerella cruenta;Latham;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10545;42521387;Ascomycota;Mycosphaerella henningsii;Sivan.;Nigeria;;LIVING_SPECIMEN;;
10544;42521392;Ascomycota;Mycosphaerella gossypina;Hara;Nigeria;;LIVING_SPECIMEN;J.C. David;
10543;42521623;Ascomycota;Mycosphaerella cruenta;Latham;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10542;42521988;Zygomycota;Mucor circinelloides;Tiegh.;Sierra Leone;;LIVING_SPECIMEN;P.M. Kirk;
10541;42522408;Ascomycota;Mycosphaerella henningsii;Sivan.;Nigeria;;LIVING_SPECIMEN;;
10540;42523059;Ascomycota;Neofusicoccum mangiferae;(Syd. & P.Syd.) B.Sutton & Dyko;Niger;;LIVING_SPECIMEN;;
10539;42523279;Ascomycota;Xepiculopsis graminea;Lib.;Ivory Coast;;LIVING_SPECIMEN;D.W. Minter;
10538;42524570;Zygomycota;Mucor hiemalis;Wehmer;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10537;42524764;Ascomycota;Neofusicoccum mangiferae;(Syd. & P.Syd.) B.Sutton & Dyko;Benin;;LIVING_SPECIMEN;;
10536;42525567;Ascomycota;Neofusicoccum mangiferae;(Syd. & P.Syd.) B.Sutton & Dyko;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10535;42525750;Ascomycota;Mycosphaerella musicola;R.Leach ex J.L.Mulder;Ghana;;LIVING_SPECIMEN;P.M. Kirk;
10534;42525753;Ascomycota;Xepicula leucotricha;(Peck) M.C.Tulloch;Nigeria;;LIVING_SPECIMEN;;
10533;42525839;Ascomycota;Paramyrothecium roridum;Tode,;Ghana;;LIVING_SPECIMEN;;
10532;42532201;Ascomycota;Neotestudina rosatii;Segretain & Destombes;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10531;42532310;Ascomycota;Corallomycetella repens;(Henn.) Seifert & Samuels,;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10530;42532380;Ascomycota;Purpureocillium lilacinum;(Thom) Samson,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10529;42532507;Ascomycota;Fusarium neocosmosporiellum;E.F.Sm.,;Sierra Leone;;LIVING_SPECIMEN;P.F. Cannon;
10528;42533127;Ascomycota;Cordyceps polyarthra;(Peck) Samson,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10527;42533131;Ascomycota;Cordyceps polyarthra;(Peck) Samson,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10526;42533233;Ascomycota;Talaromyces aculeatus;Raper & Fennell,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10525;42533250;Ascomycota;Talaromyces aculeatus;Raper & Fennell,;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10524;42533264;Ascomycota;Isaria coleopterorum;Samson & H.C.Evans;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10523;42533273;Ascomycota;Isaria amoene-rosea;(Henn.) Samson;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10522;42533286;Ascomycota;Purpureocillium atypicola;(Yasuda) Samson,;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10521;42533289;Ascomycota;Cordyceps polyarthra;(Peck) Samson,;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10520;42533296;Ascomycota;Isaria ghanensis;Samson & H.C.Evans;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10519;42533300;Ascomycota;Isaria ghanensis;Samson & H.C.Evans;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10518;42533310;Ascomycota;Isaria amoene-rosea;(Henn.) Samson;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10517;42533313;Ascomycota;Isaria amoene-rosea;(Henn.) Samson;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10516;42533334;Ascomycota;Purpureocillium atypicola;(Yasuda) Samson,;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10515;42533339;Ascomycota;Purpureocillium atypicola;(Yasuda) Samson,;Ghana;;LIVING_SPECIMEN;D.W. Minter;
10514;42533978;Ascomycota;Paecilomyces variotii;Bainier;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10513;42534117;Ascomycota;Fusarium neocosmosporiellum;E.F.Sm.,;Guinea;;LIVING_SPECIMEN;P.M. Kirk;
10510;42536026;Ascomycota;Aspergillus aureolus;(Fennell & Raper) Malloch & Cain;Liberia;;LIVING_SPECIMEN;Z. Lawrence;
10508;42536679;Ascomycota;Neottiosporina masonii;B.Sutton;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10507;42537403;Ascomycota;Neodeightonia subglobosa;C.Booth,;Sierra Leone;;LIVING_SPECIMEN;D. Brayford;
10506;42537629;Ascomycota;Fusarium neocosmosporiellum;E.F.Sm.,;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10505;42537745;Ascomycota;Purpureocillium lilacinum;(Thom) Samson,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10504;42543768;Ascomycota;Penicillium citreonigrum;Udagawa;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10503;42543822;Ascomycota;Talaromyces funiculosus;Thom,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10502;42543826;Ascomycota;Penicillium solitum;Thom;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10501;42544444;Ascomycota;Penicillium chermesinum;Biourge;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10500;42544451;Ascomycota;Penicillium citrinum;Thom;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10499;42545162;Ascomycota;Thermomyces dupontii;Griffon & Maubl.;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10498;42545409;Ascomycota;Penicillium herquei;Bainier & Sartory,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10497;42547145;Ascomycota;Penicillium canescens;Sopp;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10496;42547716;Ascomycota;Penicillium expansum;Link;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10495;42549160;Ascomycota;Talaromyces flavus;Pitt,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10494;42549873;Ascomycota;Penicillium citrinum;Thom;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10493;42549897;Ascomycota;Hamigera avellanea;Thom & Turesson;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10492;42551976;Ascomycota;Penicillium citrinum;Thom;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10491;42558170;Ascomycota;Pestalotia populi-nigrae;Sawada & Kaz.Itô;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10490;42558275;Ascomycota;Penicillium javanicum;Pitt,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10489;42558287;Ascomycota;Penicillium javanicum;Pitt,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10488;42558378;Ascomycota;Penicillium italicum;Wehmer;Ghana;;LIVING_SPECIMEN;Z. Lawrence;
10487;42558602;Ascomycota;Penicillium implicatum;Biourge;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10486;42558657;Ascomycota;Periconia atropurpurea;(Berk. & M.A.Curtis) M.A.Litv.;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10485;42558699;Ascomycota;Talaromyces rugulosus;Thom,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10484;42558784;Ascomycota;Penicillium miczynskii;K.M.Zalessky;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10483;42558934;Ascomycota;Penicillium javanicum;Pitt,;Sierra Leone;;LIVING_SPECIMEN;Z. Lawrence;
10482;42559568;Ascomycota;Penicillium jensenii;K.M.Zalessky;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10481;42563355;Ascomycota;Talaromyces purpureogenus;Stoll;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10480;42563358;Ascomycota;Talaromyces verruculosus;Peyronel,;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10479;42563363;Ascomycota;Penicillium klebahnii;Pitt;Nigeria;;LIVING_SPECIMEN;Z. Lawrence;
10478;42563422;Ascomycota;Pestalosphaeria elaeidis;(C.Booth & J.S.Robertson) Aa;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10477;42571842;Ascomycota;Pleurostoma richardsiae;(Nannf.) Conant;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10476;42571849;Ascomycota;Diaporthe perseae;Zerova,;Gambia;;LIVING_SPECIMEN;P.F. Cannon;
10475;42572999;Ascomycota;Diaporthe anacardii;Early & Punith.,;Gambia;;LIVING_SPECIMEN;P.F. Cannon;
10474;42573951;Ascomycota;Phomopsis heveae;(Petch) Boedijn;Liberia;;LIVING_SPECIMEN;P.F. Cannon;
10473;42574038;Ascomycota;Phaeoisaria clematidis;(Fuckel) S.Hughes,;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10472;42574365;Ascomycota;Epicoccum sorghinum;(Sacc.) Boerema, Dorenb. & Kesteren;Ivory Coast;;LIVING_SPECIMEN;P.F. Cannon;
10471;42574504;Ascomycota;Epicoccum sorghinum;(Sacc.) Boerema, Dorenb. & Kesteren;Ghana;;LIVING_SPECIMEN;P.F. Cannon;
10470;42574563;Ascomycota;Phomopsis dioscoreae;Sacc.;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10469;42574568;Ascomycota;Didymella glomerata;(Corda) Wollenw. & Hochapfel,;Nigeria;;LIVING_SPECIMEN;P.F. Cannon;
10464;42576046;Ascomycota;Phialocephala humicola;S.C.Jong & E.E.Davis;Ivory Coast;;LIVING_SPECIMEN;;
10462;42577193;Ascomycota;Phaeobotrys nigeriensis;Gené;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10461;42578066;Ascomycota;Pestalotiopsis disseminata;(Thüm.) Steyaert;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10460;42578108;Ascomycota;Pestalotiopsis papposa;Steyaert;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10459;42579336;Ascomycota;Pestalotiopsis mayumbensis;(Steyaert) Steyaert;Nigeria;;LIVING_SPECIMEN;P.M. Kirk;
10458;42585494;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10457;42585502;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10456;42585653;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10455;42585668;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10454;42585673;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10453;42585684;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10452;42586104;Oomycota;Phytophthora capsici;Leonian;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10450;42586397;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10449;42586458;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10448;42586466;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10447;42586595;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10446;42586852;Oomycota;Phytophthora nicotianae;Breda de Haan;Nigeria;;LIVING_SPECIMEN;D. Brayford;
10445;42587492;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10444;42588351;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10443;42588424;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10442;42588454;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10441;42588458;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10440;42588889;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10439;42588894;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10438;42588896;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10437;42588903;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10436;42588907;Oomycota;Phytophthora katsurae;W.H.Ko & H.S.Chang;Ivory Coast;;LIVING_SPECIMEN;D. Brayford;
10435;42588966;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10434;42588972;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10433;42588976;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10432;42590004;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10431;42590006;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10430;42590009;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10429;42590010;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10428;42590015;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10427;42590016;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10426;42590018;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10425;42590023;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10424;42590027;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10423;42590030;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10422;42590031;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10421;42590034;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10420;42590035;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10419;42590036;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10418;42590039;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10417;42590042;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10416;42590046;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10415;42590047;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10414;42590048;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10413;42590052;Oomycota;Phytophthora megakarya;Brasier & M.J.Griffin;Ghana;;LIVING_SPECIMEN;D. Brayford;
10412;42590053;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10411;42590054;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10410;42590058;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10409;42590061;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10408;42590062;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10407;42590063;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10406;42590064;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10405;42590065;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10404;42590069;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10403;42590074;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10402;42590075;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10401;42590076;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10400;42590077;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10399;42590079;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10398;42590081;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10397;42590083;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10396;42590085;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10395;42590088;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10394;42590089;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10393;42590090;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10392;42590091;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10391;42590092;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
10390;42590093;Oomycota;Phytophthora palmivora;(E.J.Butler) E.J.Butler;Ghana;;LIVING_SPECIMEN;D. Brayford;
