ID;gbifID;phylum;species;authors;country;recordedBy;basisOfRecord;identifiedBy;typeStatus
7005;1009362956;Basidiomycota;Lactifluus flammans;(Verbeken) Verbeken,;Ghana;;MATERIAL_SAMPLE;;
7004;1009362979;Basidiomycota;Lactifluus gymnocarpus;(R.Heim ex Singer) Verbeken,;Ghana;;MATERIAL_SAMPLE;;
7003;1009363028;Basidiomycota;Lactifluus medusae;(Verbeken) Verbeken,;Togo;;MATERIAL_SAMPLE;;
7002;1009363054;Basidiomycota;Lactifluus annulatoangustifolius;(Beeli) Buyck;Ghana;;MATERIAL_SAMPLE;;
7001;1009363079;Basidiomycota;Lactifluus sudanicus;Maba, Yorou & Guelly,;Ghana;;MATERIAL_SAMPLE;;
7000;1009363104;Basidiomycota;Lactifluus fazaoensis;Maba, Yorou & Guelly,;Ghana;;MATERIAL_SAMPLE;;
6999;1009863512;Ascomycota;Trichoderma reesei;E.G.Simmons;Nigeria;;MATERIAL_SAMPLE;;
6998;1009863529;Ascomycota;Trichoderma erinaceum;Bissett, C.P.Kubicek & Szakacs;Nigeria;;MATERIAL_SAMPLE;;
6997;1009863535;Ascomycota;Trichoderma asperellum;Samuels, Lieckf. & Nirenberg;Nigeria;;MATERIAL_SAMPLE;;
6996;1009863559;Ascomycota;Trichoderma spirale;Bissett;Nigeria;;MATERIAL_SAMPLE;;
6995;1009863586;Ascomycota;Trichoderma harzianum;Rifai;Nigeria;;MATERIAL_SAMPLE;;
6994;1009863612;Ascomycota;Trichoderma ghanense;Yoshim.Doi, Y.Abe & Sugiy.;Nigeria;;MATERIAL_SAMPLE;;
6993;1009863624;Ascomycota;Trichoderma asperellum;Samuels, Lieckf. & Nirenberg;Nigeria;;MATERIAL_SAMPLE;;
6992;1010708474;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6991;1010708491;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6990;1010708625;Ascomycota;Lasiodiplodia pseudotheobromae;A.J.L.Phillips, A.Alves & Crous;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6989;1010708643;Ascomycota;Macrophomina phaseolina;(Tassi) Goid.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6988;1010708661;Ascomycota;Diaporthe glabrae;C.Q.Chang, Z.D.Jiang & P.K.Chi,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6987;1010708677;Ascomycota;Phomopsis helianthi;Munt.-Cvetk., Mihaljč. & M.Petrov,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6986;1010708689;Ascomycota;Diaporthe phaseolorum;Cooke & Ellis;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6985;1010708743;Ascomycota;Fusarium equiseti;(Corda) Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6984;1010708763;Ascomycota;Curvularia kusanoi;(Y.Nisik.) Manamgoda, Rossman & K.D.Hyde,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6983;1010708777;Ascomycota;Phoma herbarum;Westend.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6982;1010708803;Ascomycota;Epicoccum sorghinum;(Sacc.) Aveskamp, Gruyter & Verkley,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6981;1010708825;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6980;1010708862;Ascomycota;Fusarium chlamydosporum;Wollenw. & Reinking;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6979;1010920950;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6978;1010920952;Ascomycota;Lasiodiplodia pseudotheobromae;A.J.L.Phillips, A.Alves & Crous;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6977;1010920956;Ascomycota;Macrophomina phaseolina;(Tassi) Goid.;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6976;1010920963;Ascomycota;Diaporthe glabrae;C.Q.Chang, Z.D.Jiang & P.K.Chi,;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6975;1010920964;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6974;1010920967;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6973;1010920969;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6972;1010920970;Ascomycota;Fusarium equiseti;(Corda) Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6971;1010920971;Ascomycota;Phoma herbarum;Westend.,;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6970;1010920974;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6969;1010920977;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6968;1010920980;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Nigeria;A. Koffi;MATERIAL_SAMPLE;;
6967;1010920984;Ascomycota;Lasiodiplodia pseudotheobromae;A.J.L.Phillips, A.Alves & Crous;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6966;1010920986;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6965;1010920988;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6964;1010920991;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6963;1010920993;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6962;1010920995;Ascomycota;Fusarium equiseti;(Corda) Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6961;1010920999;Ascomycota;Phoma herbarum;Westend.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6960;1010921001;Ascomycota;Curvularia kusanoi;(Y.Nisik.) Manamgoda, Rossman & K.D.Hyde,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6959;1010921002;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6958;1010921003;Ascomycota;Diaporthe phaseolorum;Cooke & Ellis;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6957;1010921006;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6956;1010921012;Ascomycota;Lasiodiplodia theobromae;(Pat.) Griffon & Maubl.;Ivory Coast;A. Koffi;MATERIAL_SAMPLE;;
6955;1011552200;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6954;1011552202;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6953;1011552204;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6952;1011552217;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6951;1011552220;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6950;1011552230;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6949;1011552244;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6948;1011552254;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6947;1011552269;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6946;1011552278;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6945;1011552296;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6944;1011552303;Ascomycota;Colletotrichum gloeosporioides;(Penz.) Penz. & Sacc.,;Ivory Coast;Y. N'Guettia;MATERIAL_SAMPLE;;
6943;1011556909;Ascomycota;Issatchenkia orientalis;Boidin, Pignal & Besson,;Ivory Coast;Y. Thierry;MATERIAL_SAMPLE;;
6942;1011556933;Ascomycota;Candida tropicalis;(Castell.) Berkhout;Ivory Coast;Y. Thierry;MATERIAL_SAMPLE;;
6941;1011556958;Ascomycota;Issatchenkia orientalis;Boidin, Pignal & Besson,;Ivory Coast;Y. Thierry;MATERIAL_SAMPLE;;
6940;1019499350;Basidiomycota;Funalia funalis;Fr.,;Sierra Leone;;PRESERVED_SPECIMEN;;
6939;1019517540;Ascomycota;Dirinaria applanata;Fée;Senegal;;PRESERVED_SPECIMEN;;
6937;1019528168;Basidiomycota;Entoloma callidermum;Romagn.,;Ivory Coast;s.c.;PRESERVED_SPECIMEN;Romagnési;
6936;1019528189;Basidiomycota;Entoloma callidermum;Romagn.,;Ivory Coast;s.c.;PRESERVED_SPECIMEN;Romagnési;
6935;1019528214;Basidiomycota;Entoloma callidermum;Romagn.,;Ivory Coast;s.c.;PRESERVED_SPECIMEN;Romagnési;
6934;1019528306;Basidiomycota;Jamesdicksonia anadelphiae;Vienn.-Bourg.,;Guinea;Viennot-Bourgin, G.;PRESERVED_SPECIMEN;Viennot-Bourgin;TYPE
6933;1019528461;Basidiomycota;Boletellus longipes;R.Heim & Perr.-Bertr.,;Ivory Coast;Heim Roger;PRESERVED_SPECIMEN;Horak E.;
6932;1019528715;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Sierra Leone;Deighton, F.C.;PRESERVED_SPECIMEN;Beenken;
6931;1019528774;Basidiomycota;Sphaerophragmium chevalieri;Vienn.-Bourg.;Ivory Coast;Viennot-Bourgin, G.;PRESERVED_SPECIMEN;Beenken;HOLOTYPE
6930;1019528794;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Guinea;Schnell, R.;PRESERVED_SPECIMEN;Beenken;
6929;1019528798;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Guinea;Viennot-Bourgin, G.;PRESERVED_SPECIMEN;Beenken;
6928;1019528839;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Ivory Coast;Luc, M.;PRESERVED_SPECIMEN;Beenken;
6927;1019528845;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Ivory Coast;Monod, T.;PRESERVED_SPECIMEN;Beenken;
6926;1019528866;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Ivory Coast;s.c.;PRESERVED_SPECIMEN;Beenken;
6925;1019528882;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Guinea;Viennot-Bourgin, G.;PRESERVED_SPECIMEN;Beenken;
6924;1019528897;Basidiomycota;Sphenorchidium deightonii;(Syd.) Beenken,;Guinea;Viennot-Bourgin, G.;PRESERVED_SPECIMEN;Beenken;
6923;1019534419;Ascomycota;Dimeromyces maculatus;Thaxt.;Guinea;Lamotte, M.;PRESERVED_SPECIMEN;Balazuc;
6922;1030323236;Ascomycota;Pseudoparmelia usambarensis;(J.Steiner & Zahlbr.) Hale;Ivory Coast;Santesson, Rolf;PRESERVED_SPECIMEN;;
6921;1030327072;Ascomycota;Usnea hispida;Motyka;Guinea;Santesson, Rolf;PRESERVED_SPECIMEN;;
6920;1030346580;Ascomycota;Cladonia subvulcanica;Abbayes;Ivory Coast;Santesson, Rolf;PRESERVED_SPECIMEN;;
6919;1030348252;Ascomycota;Strigula nemathora;Mont.;Nigeria;Thorold, C.;PRESERVED_SPECIMEN;;
6918;1030390563;Ascomycota;Parmotrema pseudotinctorum;(Abbayes) Hale;Ivory Coast;Santesson, Rolf;PRESERVED_SPECIMEN;;
6917;1030402462;Ascomycota;Schistophoron tenue;Stirt.;Ivory Coast;Santesson, Rolf;PRESERVED_SPECIMEN;;
6915;1030412175;Ascomycota;Usnea trichodeoides;Motyka;Ivory Coast;Santesson, Rolf;PRESERVED_SPECIMEN;;
6914;1030413064;Ascomycota;Usnea speciosa;Motyka;Guinea;Santesson, Rolf;PRESERVED_SPECIMEN;;
6913;1030416800;Ascomycota;Heterodermia squamulosa;(Degel.) W.L.Culb.;Guinea;Santesson, Rolf;PRESERVED_SPECIMEN;;
6912;1030425651;Ascomycota;Asterothyrium microsporum;R.Sant.;Nigeria;Thorold, C.;PRESERVED_SPECIMEN;;
6911;1037399499;Basidiomycota;Kuehneola cissi-debilis;(Vienn.-Bourg.) Y.Ono,;Ivory Coast;;PRESERVED_SPECIMEN;Ono;HOLOTYPE
6910;1042899418;Ascomycota;Thamnomyces camerunensis;Henn.;Liberia;Linder, David Hunt;PRESERVED_SPECIMEN;;
6909;1042899419;Ascomycota;Thamnomyces camerunensis;Henn.;Liberia;Linder, David Hunt;PRESERVED_SPECIMEN;;
6908;1042949101;Basidiomycota;Phellinus rimosus;(Berk.) Pilát;Gambia;Jacobsson, Stig;PRESERVED_SPECIMEN;;
6907;1046441259;Basidiomycota;Resinicium aculeatum;Tellería, Melo & Dueñas;Guinea;M.T. Telleria, M. Carvalho, C. Lado & F. Pando;PRESERVED_SPECIMEN;Tellería, Melo & Dueñas.;HOLOTYPE
6906;1052032324;Ascomycota;Collema pulcellum;Collema pulchellum;Guinea;Rolf Santesson;PRESERVED_SPECIMEN;;
6903;1052036458;Ascomycota;Lichenoconium usneae;(Anzi) D.Hawksw.;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;Santesson, Rolf;
6902;1052036565;Ascomycota;Lichenopeltella physciae;Diederich;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;;
6901;1052036570;Ascomycota;Lichenopeltella epiphylla;R.Sant.;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;;
6900;1052036952;Ascomycota;Opegrapha conglomerans;Müll.Arg.;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;Santesson, Rolf;
6898;1052038111;Ascomycota;Pseudonitschkia parmotrematis;Coppins & S.Y.Kondr.;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;Santesson, Rolf;
6897;1052148016;Ascomycota;Porina ornata;Vezda;Guinea;S. Lisowski;PRESERVED_SPECIMEN;;ISOTYPE
6896;1052152528;Ascomycota;Racoleus trichophorus;R.Sant. & D.Hawksw.,;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;;HOLOTYPE
6895;1052152541;Ascomycota;Racoleus trichophorus;R.Sant. & D.Hawksw.,;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;;ISOTYPE
6894;1052160456;Ascomycota;Sarcosoma turbinatum;Wakef.;Nigeria;C.O. Farquhasson;PRESERVED_SPECIMEN;;TYPE
6892;1055331201;Ascomycota;Phaeographis alata;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6891;1055344642;Ascomycota;Cryptothecia thoroldii;C.W.Dodge;Sierra Leone;Anon.;PRESERVED_SPECIMEN;Carroll William Dodge;TYPE
6890;1055347575;Ascomycota;Phaeographis ochracea;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6889;1055352651;Ascomycota;Graphina arthothelioides;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6888;1055378497;Ascomycota;Porina marginata;(Fée) C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Richard C. (Dick) Harris;ISOTYPE
6886;1055429740;Ascomycota;Arthonia graphoides;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Carroll William Dodge;TYPE
6885;1055436593;Ascomycota;Graphina sierraleonensis;C.W.Dodge;Sierra Leone;A.S. MacDonald;PRESERVED_SPECIMEN;M Nakamishi;ISOTYPE
6884;1055485134;Ascomycota;Heterodermia obscurata;(Nyl.) Trevis.;Sierra Leone;Peter Adames;PRESERVED_SPECIMEN;Syo Kurokawa;HOLOTYPE
6883;1055494951;Ascomycota;Thamnolia vermicularis;(Sw.) Ach. ex Schaer.;Ghana;Mrs M Hopkins;PRESERVED_SPECIMEN;;
6882;1055584901;Ascomycota;Bacidina apiahica;(Müll.Arg.) Zahlbr.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6880;1055647931;Ascomycota;Graphina ostreata;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;M Nakamishi;TYPE
6879;1055673442;Ascomycota;Graphis njalensis;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Carroll William Dodge;TYPE
6878;1055676861;Ascomycota;Pyrenula mamillana;(Eschw.) Müll.Arg.;Sierra Leone;Friedrich Martin Josef Welwitsch;PRESERVED_SPECIMEN;;ISOTYPE
6877;1055707688;Ascomycota;Bulbothrix goebelii;(Zenker) Hale;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6876;1055721687;Ascomycota;Schistophoron tenue;Stirt.;Nigeria;Arch Grant;PRESERVED_SPECIMEN;;TYPE
6875;1055728547;Ascomycota;Byssoloma subdiscordans;(Müll.Arg.) R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6874;1055743729;Ascomycota;Ocellularia vezdana;Vezda;Ghana;J Jenik;PRESERVED_SPECIMEN;;TYPE
6873;1055754417;Ascomycota;Graphis guineensis;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;M Nakamishi;TYPE
6872;1055756276;Ascomycota;Phaeographina alata;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;M Nakamishi;TYPE
6871;1055833593;Ascomycota;Psorotheciopsis patellarioides;(Rehm) R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6870;1055912696;Ascomycota;Strigula elegans;(Fée) Müll.Arg.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6869;1055931117;Ascomycota;Trichothelium epiphyllum;Müll.Arg.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6868;1055933977;Ascomycota;Digitothyrea divergens;(Henssen) P.P.Moreno & Egea;Ghana;Lorna Hindmarsh;PRESERVED_SPECIMEN;Matthias Schultz;ISOTYPE
6866;1056025962;Ascomycota;Cladia aggregata;(Sw.) Nyl.;Ghana;Peter William Lambley;PRESERVED_SPECIMEN;;
6865;1056044325;Ascomycota;Bactrospora jenikii;Vezda;Ghana;J Jenik;PRESERVED_SPECIMEN;;TYPE
6864;1056149887;Ascomycota;Phaeographina leptotremoides;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;M Nakamishi;TYPE
6863;1056210313;Ascomycota;Haematomma puniceum;(Sw.) A.Massal.;Ghana;T. Mala;PRESERVED_SPECIMEN;;
6862;1056213751;Ascomycota;Cryptothecia nigeriensis;C.W.Dodge;Sierra Leone;Anon.;PRESERVED_SPECIMEN;;
6861;1056250163;Ascomycota;Thamnochrolechia verticillata;Aptroot & Sipman;Ghana;Peter William Lambley;PRESERVED_SPECIMEN;Henricus (Harrie) Johannes Maria Sipman;
6860;1056260595;Ascomycota;Graphina parvispora;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Carroll William Dodge;TYPE
6858;1056408369;Ascomycota;Schistophoron tenue;Stirt.;Nigeria;Arch Grant;PRESERVED_SPECIMEN;Leif Tibell;TYPE
6856;1056451788;Ascomycota;Arthonia elevata;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6855;1056453650;Ascomycota;Ocellularia fumosa;(Ach.) Müll.Arg.;Guinea;Anon.;PRESERVED_SPECIMEN;;TYPE
6854;1056457570;Ascomycota;Pyrenula aspistea;(Afzel.) Ach.;Guinea;Erik Acharius;PRESERVED_SPECIMEN;;TYPE
6853;1056510060;Ascomycota;Heterodermia appendiculata;Kurok.;Ivory Coast;Rolf Santesson;PRESERVED_SPECIMEN;;ISOTYPE
6852;1056515811;Ascomycota;Hyperphyscia syncolla;(Tuck. ex Nyl.) Kalb;Ghana;Klaus Kalb & A. Schrögl;PRESERVED_SPECIMEN;;
6851;1056527215;Ascomycota;Arthonia leptogrammodes;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6850;1056649017;Ascomycota;Thelenella fugiens;(Müll.Arg.) R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6849;1056657493;Ascomycota;Zwackhia viridis;(Ach.) Nyl.;Sierra Leone;P. Wright;PRESERVED_SPECIMEN;C W. Dodge;
6848;1056667506;Ascomycota;Opegrapha tenuior;Stirt.;Nigeria;A. Grant;PRESERVED_SPECIMEN;;
6847;1056695551;Ascomycota;Ainoa mooreana;(Carroll) Lumbsch & I.Schmitt;Ghana;T. Mala;PRESERVED_SPECIMEN;;
6845;1056837351;Ascomycota;Calopadia phyllogena;(Müll.Arg.) Zahlbr.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6844;1056844069;Ascomycota;Polyblastiopsis sphaerica;(C.W.Dodge) Letr.-Gal.;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Richard C. (Dick) Harris;ISOTYPE
6842;1056870641;Ascomycota;Graphina parvispora;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Carroll William Dodge;TYPE
6841;1056884854;Ascomycota;Strigula elegans;(Fée) Müll.Arg.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6840;1056922590;Ascomycota;Psorotheciopsis patellarioides;(Rehm) R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6839;1056949915;Ascomycota;Sporopodium xantholeucum;(Müll.Arg.) Zahlbr.;Guinea;Anon.;PRESERVED_SPECIMEN;;
6838;1056975822;Ascomycota;Thelotrema deightonii;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;C W. Dodge;LECTOTYPE
6837;1056979042;Ascomycota;Cryptothecia thoroldii;C.W.Dodge;Sierra Leone;Anon.;PRESERVED_SPECIMEN;;
6836;1057017740;Ascomycota;Usnea mutabilis;Stirt.;Guinea;Stanislaw Lisowski;PRESERVED_SPECIMEN;Philippe Clerc;
6835;1057050965;Ascomycota;Cryptothecia nigeriensis;C.W.Dodge;Sierra Leone;Anon.;PRESERVED_SPECIMEN;;TYPE
6834;1057054147;Ascomycota;Peltula tortuosa;(Nees) Vainio;Nigeria;Eustace Wilkinson Jones;PRESERVED_SPECIMEN;;
6833;1057141430;Ascomycota;Aulaxina quadrangula;(Stirt.) R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6832;1057162259;Ascomycota;Usnea baileyi;(Stirton) Zahlbr.;Sierra Leone;P Adames;PRESERVED_SPECIMEN;Philippe Clerc;
6831;1057193042;Ascomycota;Redingeria deightonii;(C.W.Dodge) Frisch;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Andreas Frisch;HOLOTYPE
6830;1057219117;Ascomycota;Chiodecton album;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6829;1057263095;Ascomycota;Anthracothecium columellatum;(Vain.) Zahlbr.;Ghana;Peter William Lambley;PRESERVED_SPECIMEN;;
6828;1057304172;Ascomycota;Opegrapha simplicior;(Nyl.) Nyl.;Sierra Leone;P. Wright;PRESERVED_SPECIMEN;C W. Dodge;
6827;1057306405;Ascomycota;Polyblastiopsis linearis;(C.W.Dodge) Letr.-Gal.;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Richard C. (Dick) Harris;ISOTYPE
6826;1057321667;Ascomycota;Calopadia phyllogena;(Müll.Arg.) Zahlbr.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6825;1057374704;Ascomycota;Graphina deightonii;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;M Nakamishi;TYPE
6824;1057385551;Ascomycota;Cryptothecia stirtonii;A.L.Sm.;Sierra Leone;Anon.;PRESERVED_SPECIMEN;C W. Dodge;
6823;1057409178;Ascomycota;Schistophoron tenue;Stirt.;Nigeria;Arch Grant;PRESERVED_SPECIMEN;;TYPE
6822;1057415153;Ascomycota;Leioderma erythrocarpum;(Delise ex Nyl.) D.J.Galloway & P.M.Jørg.;Ghana;Peter William Lambley;PRESERVED_SPECIMEN;;
6821;1057436902;Ascomycota;Arthonia modesta;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;;TYPE
6820;1057449323;Ascomycota;Pyxine richardsii;Swinscow & Krog;Sierra Leone;P Richards;PRESERVED_SPECIMEN;Roderick Westgarth Rogers;HOLOTYPE
6819;1057453050;Ascomycota;Strigula nemathora;Mont.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6818;1057500567;Ascomycota;Chroodiscus coccineus;(Leight.) Müll.Arg.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6817;1057535185;Ascomycota;Gyalectidium filicinum;Müll.Arg.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6816;1057536915;Ascomycota;Tricharia vainioi;R.Sant.;Nigeria;C A. Thorold;PRESERVED_SPECIMEN;R Santesson;
6815;1057543732;Ascomycota;Leioderma erythrocarpum;(Delise ex Nyl.) D.J.Galloway & P.M.Jørg.;Ghana;Peter William Lambley;PRESERVED_SPECIMEN;;
6814;1057550901;Ascomycota;Collema uviforme;Hue;Ghana;Richard Arnold Dümmer;PRESERVED_SPECIMEN;Gunnar Bror Fritiof Degelius;HOLOTYPE
6813;1057580107;Ascomycota;Pyrenula heteroclita;Ach.;Guinea;Erik Acharius;PRESERVED_SPECIMEN;;TYPE
6812;1057605407;Ascomycota;Pyrenula mamillana;(Eschw.) Müll.Arg.;Sierra Leone;Friedrich Martin Josef Welwitsch;PRESERVED_SPECIMEN;;ISOTYPE
6811;1057605983;Ascomycota;Gyalectidium filicinum;Müll.Arg.;Nigeria;C A. Thorwold;PRESERVED_SPECIMEN;R Santesson;
6810;1057607253;Ascomycota;Parmelia deightonii;C.W.Dodge;Sierra Leone;Frederick Claude Deighton;PRESERVED_SPECIMEN;Carroll William Dodge;HOLOTYPE
